# lambda_val.val 0.00000
    1       -46.3224360221
    2       -46.1527168431
    3       -48.4272171247
    4       -49.0203415503
    5       -48.3655491520
    6       -49.8987968044
    7       -50.1177957817
    8       -48.3251429738
    9       -51.8422132881
   10       -51.1572408184
   11       -43.3704230816
   12       -40.6933312100
   13       -43.6634873696
   14       -44.6142664618
   15       -41.9297638998
   16       -43.1870784765
   17       -43.9713283073
   18       -45.1230347314
   19       -45.1853339282
   20       -43.0012769707
   21       -45.2237871250
   22       -44.1600142533
   23       -42.1395581649
   24       -38.5197126197
   25       -43.4246703838
   26       -45.1624811618
   27       -45.9020829724
   28       -44.5947139538
   29       -39.0392876754
   30       -40.2659794123
   31       -42.0987953930
   32       -43.5135182617
   33       -44.4815823989
   34       -40.4953466822
   35       -39.7331165405
   36       -43.6714770731
   37       -42.7453520054
   38       -43.9855295628
   39       -39.2106558397
   40       -39.5102103270
   41       -41.9597892107
   42       -42.6985802991
   43       -41.1497353743
   44       -42.7106516486
   45       -44.6600868874
   46       -39.5491338998
   47       -42.6306185832
   48       -39.3883389207
   49       -43.3569177727
   50       -39.6207973638
   51       -43.0701888984
   52       -45.2362237594
   53       -42.4742692570
   54       -45.6015190365
   55       -44.4353046092
   56       -45.4455722153
   57       -42.4918869847
   58       -42.0879483714
   59       -45.7597485134
   60       -45.5090000315
   61       -44.2180473261
   62       -43.0537678154
   63       -42.6508265139
   64       -44.0699437860
   65       -44.3398543444
   66       -43.8769382889
   67       -44.9365948263
   68       -43.2641412621
   69       -42.8660483832
   70       -42.7945026364
   71       -40.1522925952
   72       -45.7468991204
   73       -45.2091760341
   74       -43.3324636113
   75       -43.0766207704
   76       -50.1249553636
   77       -50.9585752308
   78       -48.9307106434
   79       -47.8880405118
   80       -44.9581017800
   81       -47.7341193106
   82       -47.4102819114
   83       -45.4687864752
   84       -48.8342546174
   85       -46.4777049073
   86       -47.0250117149
   87       -48.9852813318
   88       -46.8186803673
   89       -44.5303028632
   90       -48.0087443406
   91       -47.1614267026
   92       -49.3212606482
   93       -49.9715920417
   94       -48.8021321113
   95       -49.1551282910
   96       -45.4825429192
   97       -48.9308665875
   98       -50.2058410204
   99       -47.5268664523
  100       -42.2380735659
